Unique ID,Sample Number,Year,Street,Cross Street,"City,State",Full Address,Initials,Notes,Lead,Barium,Manganese,Zinc,Chromium,Arsenic,Copper,Mercury,Nickel,Selenium,Silver,Antimony,Cadimum,Iron
1-2015,1,2015,Adelphi , Amherst,"Austin, TX","Adelphi & Amherst,Austin, TX",MB,,24,,440,83,,,38,,,,,,,
3-2015,3,2015,Blessing , E. Anderson,"Austin, TX","Blessing & E. Anderson,Austin, TX",MB,,15,,150,54,,,,,,,,,,
4-2015,4,2015,Cameron , E. Anderson,"Austin, TX","Cameron & E. Anderson,Austin, TX",MB,,,120,190,,,,,,,,,,,
5-2015,5,2015,Lake Austin , Mopac,"Austin, TX","Lake Austin & Mopac,Austin, TX",CW,,27,,170,67,,,,,,,,,,
6-2015,6,2015,Waterson , Mopac,"Austin, TX","Waterson & Mopac,Austin, TX",CW,,190,,210,360,,,,,,,,,,
7-2015,7,2015,Bear Creek , FM 1826,"Austin, TX","Bear Creek & FM 1826,Austin, TX",MH,,21,,410,94,,,51,,,,,,,
15-2015,15,2015,Terrace , Eastside,"Austin, TX","Terrace & Eastside,Austin, TX",ZD,,19,,250,130,,,52,,,,,,,
16-2015,16,2015,Kemp , Clovis,"Austin, TX","Kemp & Clovis,Austin, TX",RM,,15,110,230,100,,,,,,,,,,
22-2015,22,2015,C.Chavez , Mopac,"Austin, TX","C.Chavez & Mopac,Austin, TX",,,15,,200,60,,,37,,,,,,,
24-2015,24,2015,Mancha , TX Hwy 71,"Austin, TX","Mancha & TX Hwy 71,Austin, TX",MB,,52,,610,690,,,,,,,,,,
29-2015,29,2015,Gardenia Garden , White Rock Dr.,"Austin, TX","Gardenia Garden & White Rock Dr.,Austin, TX",MSR,,,,360,51,,,,,,,,,,
34-2015,34,2015,Jasmine , White Rock Dr.,"Austin, TX","Jasmine & White Rock Dr.,Austin, TX",MSR,,23,,300,71,,,,,,,,,,
36-2015,36,2015,MKL , EM Franklin,"Austin, TX","MKL & EM Franklin,Austin, TX",MP,,59,,200,110,,,,,,,,,,
41-2015,41,2015,Cameron , E. Anderson,"Austin, TX","Cameron & E. Anderson,Austin, TX",MB,,18,,190,66,,,,,,,,,,
48-2015,48,2015,S. 1st , Stassney,"Austin, TX","S. 1st & Stassney,Austin, TX",RM,,18,,190,66,,,,,,,,,,
50-2015,50,2015,Blackberry , Lunar,"Austin, TX","Blackberry & Lunar,Austin, TX",CE,,13,,210,85,,,,,,,,,,
51-2015,51,2015,Blackberry , Lunar,"Austin, TX","Blackberry & Lunar,Austin, TX",CE,,,,140,45,,,,,,,,,,
54-2015,54,2015,Blackberry , Lunar,"Austin, TX","Blackberry & Lunar,Austin, TX",,,,,160,38,,,,,,,,,,
56-2015,56,2015,Blackberry , Lunar,"Austin, TX","Blackberry & Lunar,Austin, TX",CE,,,,160,54,,,39,,,,,,,
69-2015,69,2015,Walnut Ave. , 32nd,"Austin, TX","Walnut Ave. & 32nd,Austin, TX",DLP,,14,,290,140,,,40,,,,,,,
71-2015,71,2015,Holly , Robert Martinez,"Austin, TX","Holly & Robert Martinez,Austin, TX",MB,,50,250,250,120,,,,,,,,,,
73-2015,73,2015,Joe Sayers , Woodrow,"Austin, TX","Joe Sayers & Woodrow,Austin, TX",AL,,16,,230,100,,,,,,,,,,
75-2015,75,2015,Koenig , Burnet,"Austin, TX","Koenig & Burnet,Austin, TX",LW,,,,380,120,,,,,,,,,,
76-2015,76,2015,Koenig , Burnet,"Austin, TX","Koenig & Burnet,Austin, TX",LW,*see nutrients spreadsheet,,190,270,38,,,,,,,,,,
78-2015,78,2015,Grover , Woodrow,"Austin, TX","Grover & Woodrow,Austin, TX",LW,,100,,230,94,,,37,,,,,,,
95-2015,95,2015,Oxford , Valeria,"Austin, TX","Oxford & Valeria,Austin, TX",ML,,59,,470,98,,,,,,,,,,
96-2015,96,2015,Oxford , Valeria,"Austin, TX","Oxford & Valeria,Austin, TX",ML,,52,,410,96,,,36,,,,,,,
98-2015,98,2015,Attar Cove , Charing Cross,"Austin, TX","Attar Cove & Charing Cross,Austin, TX",AR,,16,,230,68,,,,,,,,,,
115-2015,115,2015,Vineland , E. 40th,"Austin, TX","Vineland & E. 40th,Austin, TX",DB,*see nutrients spreadsheet,16,,220,140,,,,,,,,,,
120-2015,120,2015,MLK , Springdale,"Austin, TX","MLK & Springdale,Austin, TX",,,16,,140,110,,,110,,,,,,,
121-2015,121,2015,MLK , Springdale,"Austin, TX","MLK & Springdale,Austin, TX",,*see nutrients spreadsheet,26,,180,62,,,,,,,,,,
128-2015,128,2015,Prairie Hen Ln , Hidden Quail,"Austin, TX","Prairie Hen Ln & Hidden Quail,Austin, TX",SPH,,16,110,300,91,,,,,,,,,,
129-2015,129,2015,Prairie Hen Ln , Hidden Quail,"Austin, TX","Prairie Hen Ln & Hidden Quail,Austin, TX",SPH,,65,,260,210,,,,,,,,,,
134-2015,134,2015,Single Trace , Townhill,"Austin, TX","Single Trace & Townhill,Austin, TX",,*see nutrients spreadsheet,17,,190,55,,,36,,,,,,,
135-2015,135,2015,Antoinette Pl. , Cabana Ln.,"Austin, TX","Antoinette Pl. & Cabana Ln.,Austin, TX",,*see nutrients spreadsheet,,,130,37,,,,,,,,,,
138-2015,138,2015,Walnut , Hemlock,"Austin, TX","Walnut & Hemlock,Austin, TX",SW,,26,,180,62,,,,,,,,,,
139-2015,139,2015,Walnut , Hemlock,"Austin, TX","Walnut & Hemlock,Austin, TX",SW,,44,,290,110,,,,,,,,,,
140-2015,140,2015,Walnut , Manor,"Austin, TX","Walnut & Manor,Austin, TX",SW,,,,,,,,,,,,,,,
141-2015,141,2015,Walnut , Hemlock,"Austin, TX","Walnut & Hemlock,Austin, TX",SW,,22,230,540,28,,,,,,,,,,
145-2015,145,2015,Emerald Wood , S. 1st,"Austin, TX","Emerald Wood & S. 1st,Austin, TX",EM,,22,,400,59,,,,,,,,,,
153-2015,153,2015,Byron , Durnberry,"Austin, TX","Byron & Durnberry,Austin, TX",JHC,,,,130,37,,,,,,,,,,
154-2015,154,2015,Byron , Durnberry,"Austin, TX","Byron & Durnberry,Austin, TX",JHC,*see nutrients spreadsheet,14,,270,45,,,,,,,,,,
160-2015,160,2015,Nickols , Webberville,"Austin, TX","Nickols & Webberville,Austin, TX",JB,,22,230,540,28,,,,,,,,,,
161-2015,161,2015,Needham , Whalebridge Lns,"Austin, TX","Needham & Whalebridge Lns,Austin, TX",,,11,,161,34,,,,,,,,,,
168-2015,168,2015,Springdale Rd. , Breeds Hill,"Austin, TX","Springdale Rd. & Breeds Hill,Austin, TX",BMM,,22,,400,59,,,,,,,,,,
171-2015,171,2015,14th , Comal,"Austin, TX","14th & Comal,Austin, TX",NK,,,,,,,,,,,,,,,
173-2015,173,2015,Alta Vista Ave. , Woodland,"Austin, TX","Alta Vista Ave. & Woodland,Austin, TX",BB,,13,,200,120,,,38,,,,,,,
174-2015,174,2015,49th , Bennet,"Austin, TX","49th & Bennet,Austin, TX",ACO,,210,,350,280,,,,,,,,,,
179-2015,179,2015,Dorman Dr. , Jilbur,"Austin, TX","Dorman Dr. & Jilbur,Austin, TX",LR,,21,,290,81,,,,,,,,,,
180-2015,180,2015,Dorman Dr. , Jilbur,"Austin, TX","Dorman Dr. & Jilbur,Austin, TX",LR,,14,,270,45,,,,,,,,,,
189-2015,189,2015,Sunny Slope , RR 258,"Austin, TX","Sunny Slope & RR 258,Austin, TX",MWP,,120,120,210,260,,,,,,,,,,
191-2015,191,2015,Sunny Slope , RR 258,"Austin, TX","Sunny Slope & RR 258,Austin, TX",MWP,,45,,,87,,,,,,,,,,
192-2015,192,2015,Sunny Slope , RR 258,"Austin, TX","Sunny Slope & RR 258,Austin, TX",MWP,,45,,130,120,,,,,,,,,,
193-2015,193,2015,MoPac , C.Chavez,"Austin, TX","MoPac & C.Chavez,Austin, TX",# 3,,15,,267,76,,,,,,,,,,
194-2015,194,2015,MoPac , C.Chavez,"Austin, TX","MoPac & C.Chavez,Austin, TX",# 3,,20,,240,75,,,,,,,,,,
195-2015,195,2015,Hart , Far West,"Austin, TX","Hart & Far West,Austin, TX",,,,,204,67,,,32,,,,,,,
196-2015,196,2015,Hart , Far West,"Austin, TX","Hart & Far West,Austin, TX",,,13,,210,58,,,,,,,,,,
197-2015,197,2015,Hart , Far West,"Austin, TX","Hart & Far West,Austin, TX",,,,,196,65,,,,,,,,,,
198-2015,198,2015,Hart , Far West,"Austin, TX","Hart & Far West,Austin, TX",,,,,170,64,,,,,,,,,,
199-2015,199,2015,Nelson Ranch Loop , Anderson Mill Rd.,"Austin, TX","Nelson Ranch Loop & Anderson Mill Rd.,Austin, TX",,,,,230,38,,,,,,,,,,
200-2015,200,2015,Nelson Ranch Loop , Anderson Mill Rd.,"Austin, TX","Nelson Ranch Loop & Anderson Mill Rd.,Austin, TX",,,,,198,66,,,,,,,,,,
202-2015,202,2015,I-35 , Flores,"Austin, TX","I-35 & Flores,Austin, TX",RS,,10,,112,76,,,32,,,,,,,
204-2015,204,2015,Hatley , Wallis,"Austin, TX","Hatley & Wallis,Austin, TX",FY,,17,,389,37,,,,,,,,,,
207-2015,207,2015,Great Valley , Danridge,"Austin, TX","Great Valley & Danridge,Austin, TX",GV,,10,,192,122,,,33,,,,,,,
209-2015,209,2015,Wm. Cannon , TX Hwy 71,"Austin, TX","Wm. Cannon & TX Hwy 71,Austin, TX",FRS,,16,,270,15,,,,,,,,,,
213-2015,213,2015,55th , Chesterfield,"Austin, TX","55th & Chesterfield,Austin, TX",SRS,,20,,170,125,,,24,,,,,,,
216-2015,216,2015,Mopac , Wm. Cannon,"Austin, TX","Mopac & Wm. Cannon,Austin, TX",SPG,,16,,189,97,,,,,,,,,,
221-2015,221,2015,Brentwood , Elwood,"Austin, TX","Brentwood & Elwood,Austin, TX",,,31,,447,105,,,,,,,,,,
224-2015,224,2015,Rowood , Airport Blvd.,"Austin, TX","Rowood & Airport Blvd.,Austin, TX",,,20,,273,230,,,,,,,,,,
272-2015,272,2015,Airport , 53rd,"Austin, TX","Airport & 53rd,Austin, TX",AY,,39,,200,185,,,,,,,,,,
274-2015,274,2015,Airport , 45th,"Austin, TX","Airport & 45th,Austin, TX",THM,,,,108,60,,,,,,,,,,
275-2015,275,2015,Chisolm Ln. , Slaughter,"Austin, TX","Chisolm Ln. & Slaughter,Austin, TX",AMM,,11,,226,104,,,,,,,,,,
277-2015,277,2015,Chisolm , Slaughter (front),"Austin, TX","Chisolm & Slaughter (front),Austin, TX",,,17,,314,69,,,34,,,,,,,
278-2015,278,2015,Chisolm Ln. , Slaughter,"Austin, TX","Chisolm Ln. & Slaughter,Austin, TX",,,20,,351,69,,,,,,,,,,
281-2015,281,2015,51st ,183,"Austin, TX","51st & 183,Austin, TX",KP,,,,184,34,,,,,,,,,,
282-2015,282,2015,51st ,183,"Austin, TX","51st & 183,Austin, TX",KP,,,,129,20,,,25,,,,,,,
285-2015,285,2015,Bluebonnet , Lund,"Austin, TX","Bluebonnet & Lund,Austin, TX",CBB,,,,205,73,,,,,,,,,,
287-2015,287,2015,Grover , Romer ,"Austin, TX","Grover & Romer ,Austin, TX",SPU,,38,,266,122,,,27,,,,,,,
288-2015,288,2015,45th , Sunshine,"Austin, TX","45th & Sunshine,Austin, TX",SPU/H5-7,,12,,146,83,,,,,,,,,,
291-2015,291,2015,Poncha Pass , La Concha Pass,"Austin, TX","Poncha Pass & La Concha Pass,Austin, TX",KA,,12,,386,103,,,53,,,,,,,
292-2015,292,2015,Poncha Pass , La Concha Pass,"Austin, TX","Poncha Pass & La Concha Pass,Austin, TX",TE,,,,,,,,,,,,,,,
294-2015,294,2015,Plymouth , Jameson,"Austin, TX","Plymouth & Jameson,Austin, TX",GPS,,12,,139,138,,,,,,,,,,
296-2015,296,2015,Westview , Lucas,"Austin, TX","Westview & Lucas,Austin, TX",,,40,,209,153,,21,,,,,,,,
297-2015,297,2015,45th , Depew,"Austin, TX","45th & Depew,Austin, TX",JG,*see nutrients spreadsheet,12,,146,68,,,,,,,,,,
300-2015,300,2015,9th , Chicon,"Austin, TX","9th & Chicon,Austin, TX",SRN,,57,,184,120,,,,,,,,,,
303-2015,303,2015,Slaughter , Manchaca,"Austin, TX","Slaughter & Manchaca,Austin, TX",JKC,,30,,141,80,,,,,,,,,,
307-2015,307,2015,Wally Ave. , Springdale,"Austin, TX","Wally Ave. & Springdale,Austin, TX",BME,,46,,252,194,,,42,,,,,,,
310-2015,310,2015,Chicon , 11th,"Austin, TX","Chicon & 11th,Austin, TX",AMM,,86,,167,298,,,,,,,,,,
312-2015,312,2015,Chicon , 7th,"Austin, TX","Chicon & 7th,Austin, TX",AMM,,15,,263,66,,9,,,,,,,,
314-2015,314,2015,Chalmers , 11th,"Austin, TX","Chalmers & 11th,Austin, TX",AMM,,43,,183,88,,,,,,,,,,
316-2015,316,2015,10th , Menden,"Austin, TX","10th & Menden,Austin, TX",AMM,,24,,286,107,,,,,,,,,,
318-2015,318,2015,Teakwood , Shadowwood Dr.,"Austin, TX","Teakwood & Shadowwood Dr.,Austin, TX",VQ,,25,,286,115,,12,,,,,,,,
320-2015,320,2015,Saddle , Black Angus,"Austin, TX","Saddle & Black Angus,Austin, TX",KKY,,9,,217,58,,,,,,,,,,
324-2015,324,2015,Caesar Chavez , Chicon,"Austin, TX","Caesar Chavez & Chicon,Austin, TX",DM,,19,,196,75,,9,27,,,,,,,
326-2015,326,2015,I-H 290 , McArthur Dr.,"Austin, TX","I-H 290 & McArthur Dr.,Austin, TX",JP,,12,,,38,,,,,,,,,,
330-2015,330,2015,1st , Stassney,"Austin, TX","1st & Stassney,Austin, TX",JG,,15,,116,146,,,105,,,,,,,
333-2015,333,2015,Bolm , Perry ,"Austin, TX","Bolm & Perry ,Austin, TX",RPC,,11,,165,68,,,,,,,,,,
335-2015,335,2015,Bolm , Mansell,"Austin, TX","Bolm & Mansell,Austin, TX",LR,,17,,338,69,,,,,,,,,,
336-2015,336,2015,Bolm , Mansell,"Austin, TX","Bolm & Mansell,Austin, TX",LR,,131,,468,267,,,,,,,,,,
338-2015,338,2015,Oak Plaza , Walnut,"Austin, TX","Oak Plaza & Walnut,Austin, TX",BH,,16,,159,107,,,,,,,,,,
339-2015,339,2015,Bordeaux , Tallegron,"Austin, TX","Bordeaux & Tallegron,Austin, TX",LL,,10,,163,51,,12,,,,,,,,
340-2015,340,2015,9th , Lincoln,"Austin, TX","9th & Lincoln,Austin, TX",EM,,58,,160,83,,,,,,,,,,
343-2015,343,2015,9th , Lincoln,"Austin, TX","9th & Lincoln,Austin, TX",EM,,41,,363,91,,,,,,,,,,
345-2015,345,2015,Fairweather , New Hope,"Austin, TX","Fairweather & New Hope,Austin, TX",,,,,136,30,,,,,,,,,,
348-2015,348,2015,W. New Hope , FM 1431,"Austin, TX","W. New Hope & FM 1431,Austin, TX",DE,,15,,226,89,,,,,,,,,,
349-2015,349,2015,W. New Hope , FM 1431,"Austin, TX","W. New Hope & FM 1431,Austin, TX",DE,,22,,228,36,,,,,,,,,,
350-2015,350,2015,Sunshine , Lamar,"Austin, TX","Sunshine & Lamar,Austin, TX",GC,*see nutrients spreadsheet,,,101,52,,,,,,,,,,
353-2015,353,2015,MLK , Airport,"Austin, TX","MLK & Airport,Austin, TX",TBW,,36,,294,92,,,,,,,,,,
355-2015,355,2015,Fairmont Cr. , Fairhill Ln.,"Austin, TX","Fairmont Cr. & Fairhill Ln.,Austin, TX",AC,,10,,242,139,,,,,,,,,,
356-2015,356,2015,Patterson Ave. , Francis Ave.,"Austin, TX","Patterson Ave. & Francis Ave.,Austin, TX",SLS,,82,,186,115,,,,,,,,,,
362-2015,362,2015,Canterbury , Navasota,"Austin, TX","Canterbury & Navasota,Austin, TX",SB,,63,,146,159,,,,,,,,,,
364-2015,364,2015,22nd , Chicon,"Austin, TX","22nd & Chicon,Austin, TX",PM,,139,,324,398,,,,,,,,,,
365-2015,365,2015,MLK , EM Franklin,"Austin, TX","MLK & EM Franklin,Austin, TX",RRW,,64,,210,146,,,,,,,,,,
367-2015,367,2015,Manor Rd. , EM Franklin,"Austin, TX","Manor Rd. & EM Franklin,Austin, TX",,,19,,165,66,,,31,,,,,,,
369-2015,369,2015,13th , Singleton Ave.,"Austin, TX","13th & Singleton Ave.,Austin, TX",CMM,,132,,192,224,,,39,,,,,,,
372-2015,372,2015,E. 21st St. , Alamo,"Austin, TX","E. 21st St. & Alamo,Austin, TX",JC,,30,,216,131,,,32,,,,,,,
374-375-2015,374-375,2015,28th , Layafette Ave.,"Austin, TX","28th & Layafette Ave.,Austin, TX",JC,,60,,292,217,,,29,,,,,,,
377-2015,377,2015,Davis Lane , Star Cross,"Austin, TX","Davis Lane & Star Cross,Austin, TX",JJE,,10,,193,42,,,33,,,,,,,
380-2015,380,2015,Oakwood Glen Dr. , Spider Lily,"Austin, TX","Oakwood Glen Dr. & Spider Lily,Austin, TX",KAB,,,,176,62,,,,,,,,,,
381-2015,381,2015,Oakwood Glen Dr. , Spider Lily,"Austin, TX","Oakwood Glen Dr. & Spider Lily,Austin, TX",KAB,,10,,118,34,,,,,,,,,,
382-2015,382,2015,Oakwood Glen Dr. , Spider Lily -- ANNEX,"Austin, TX","Oakwood Glen Dr. & Spider Lily -- ANNEX,Austin, TX",KAB,,8,,136,51,,,23,,,,,,,
384-2015,384,2015,Hancock , Valley Oak Dr.,"Austin, TX","Hancock & Valley Oak Dr.,Austin, TX",DW,,44,,287,143,,,26,,,,,,,
385-2015,385,2015,Denson , Guadalupe,"Austin, TX","Denson & Guadalupe,Austin, TX",KSU,,,,,,,,,,,,,,,
390-2015,390,2015,Lakeline , Hwy 183,"Austin, TX","Lakeline & Hwy 183,Austin, TX",MH,,11,,167,28,,,,,,,,,,
392-2015,392,2015,Waller , I-35,"Austin, TX","Waller & I-35,Austin, TX",BJM,,22,,180,48,,,,,,,,,,
395-2015,395,2015,39th , Ave F,"Austin, TX","39th & Ave F,Austin, TX",JM,,65,,170,108,,,,,,,,,,
397-2015,397,2015,Anderson Mill Rd. , Blk. Oak,"Austin, TX","Anderson Mill Rd. & Blk. Oak,Austin, TX",CO,,,,288,66,,,,,,,,,,
400-2015,400,2015,Lafayette , 30th,"Austin, TX","Lafayette & 30th,Austin, TX",ACB,,33,,197,142,,,56,,,,,,,
402-2015,402,2015,53-1/2 St. , Harmon,"Austin, TX","53-1/2 St. & Harmon,Austin, TX",,,,,,108,,,,,,,,,,
403-2015,403,2015,Brodie , Elijah St.,"Austin, TX","Brodie & Elijah St.,Austin, TX",SKN,,14,,245,153,,,,,,,,,,
407-2015,407,2015,Alf Ave. , Don Ann,"Austin, TX","Alf Ave. & Don Ann,Austin, TX",AHL,,38,,163,65,,,,,,,,,,
409-2015,409,2015,Burleson , Metcalfe,"Austin, TX","Burleson & Metcalfe,Austin, TX",CLSJ & BR & MR,,34,,139,38,,,,,,,,,,
411-2015,411,2015,Beaver Brook Ln. , Orr,"Austin, TX","Beaver Brook Ln. & Orr,Austin, TX",DP,,,,162,61,,,,,,,,,,
413-2015,413,2015,Airport , Rowood,"Austin, TX","Airport & Rowood,Austin, TX",NKD,,38,,235,122,,,30,,,,,,,
415-2015,415,2015,I-35 , US-183,"Austin, TX","I-35 & US-183,Austin, TX",SF,,17,,196,84,,,,,,,,,,
416-2015,416,2015,Sunshine Garden , 48th St. N. Lamar,"Austin, TX","Sunshine Garden & 48th St. N. Lamar,Austin, TX",CJ,,23,,208,142,,,,,,,,,,
420-2015,420,2015,S. 1st , Ramble Ln.,"Austin, TX","S. 1st & Ramble Ln.,Austin, TX",CJ,,13,,225,104,,,,,,,,,,
421-2015,421,2015,Airport , MLK,"Austin, TX","Airport & MLK,Austin, TX",RM,,37,,291,78,141,,,,107,,,,,
423-2015,423,2015,Rockwood , Steck,"Austin, TX","Rockwood & Steck,Austin, TX",NMB,,12,,264,89,,8,,,,,,,,
424-2015,424,2015,Schriber , Live Oak,"Austin, TX","Schriber & Live Oak,Austin, TX",KB,,17,,176,81,,,,,,,,,,
427-2015,427,2015,Prock , Springdale ,"Austin, TX","Prock & Springdale ,Austin, TX",SC,,,,134,75,,,,,,,,,,
428-2015,428,2015,Scotland Well , Caira Cove,"Austin, TX","Scotland Well & Caira Cove,Austin, TX",ZMF,,16,,186,38,,,,,,,,,,
430-2015,430,2015,E. 2nd , Caney--West,"Austin, TX","E. 2nd & Caney--West,Austin, TX",TDB,,31,,235,117,,,,,,,,,,
433-2015,433,2015,E. 2nd , Caney -- East,"Austin, TX","E. 2nd & Caney -- East,Austin, TX",TDB,,37,,135,183,,,,,,,,,,
435-2015,435,2015,Broadmoor , Berkman -- veg,"Austin, TX","Broadmoor & Berkman -- veg,Austin, TX",JG,,53,,164,45,,,,,,,,,,
436-2015,436,2015,Red Willow , Benjamin Dr.,"Austin, TX","Red Willow & Benjamin Dr.,Austin, TX",JH,,14,,154,40,,,,,,,,,,
439-2015,439,2015,Jamestown , Chesapeake,"Austin, TX","Jamestown & Chesapeake,Austin, TX",CRS,,14,,275,64,,,,,,,,,,
441-2015,441,2015,6th , Marx,"Austin, TX","6th & Marx,Austin, TX",B2,,17,,96,21,,,,,,,,,,
442-2015,442,2015,6th , Marx,"Austin, TX","6th & Marx,Austin, TX",A1,,11,,161,50,,,,,,,,,,
446-2015,446,2015,Chappell Ln , Manchaca,"Austin, TX","Chappell Ln & Manchaca,Austin, TX",LDH,,10,,347,76,,,,,,,,,,
448-2015,448,2015,Comal , Concho St.,"Austin, TX","Comal & Concho St.,Austin, TX",LN,,34,,231,84,,,,,,,,,,
450-2015,450,2015,39th , Red River,"Austin, TX","39th & Red River,Austin, TX",AG,,52,,165,86,,,,,,,,,,
451-2015,451,2015,Ave. H , 46th St.,"Austin, TX","Ave. H & 46th St.,Austin, TX",GSS,,32,,298,66,331,,,,,,,,,
453-2015,453,2015,New Hampshire , Fairfield,"Austin, TX","New Hampshire & Fairfield,Austin, TX",GH,,20,,139,102,,,,,,,,,,
456-2015,456,2015,Eton Ln. , Duval,"Austin, TX","Eton Ln. & Duval,Austin, TX",VL,,,,168,92,,,24,,,,,,,
457-2015,457,2015,8th , Swenson,"Austin, TX","8th & Swenson,Austin, TX",LN,,28,,302,162,,,,,53,,,,,
458-2015,458,2015,Bob Harrison , Navasota,"Austin, TX","Bob Harrison & Navasota,Austin, TX",ATK,,60,,,165,,,,,,,,,,
459-2015,459,2015,Bob Harrison , Navasota,"Austin, TX","Bob Harrison & Navasota,Austin, TX",ATK,,121,,116,157,,,,,,,,,,
461-2015,461,2015,Pennsylvania , Greenwood ,"Austin, TX","Pennsylvania & Greenwood ,Austin, TX",ED,,153,,128,182,,,,,,,,,,
462-2015,462,2015,AW Grimes , Gattis School,"Austin, TX","AW Grimes & Gattis School,Austin, TX",EU,,12,,279,29,,,,,,,,,,
464-2015,464,2015,Hunt , Great Northern,"Austin, TX","Hunt & Great Northern,Austin, TX",MBC,,,,254,75,,8,,,,,,,,
467-2015,467,2015,Wheless , Manor,"Austin, TX","Wheless & Manor,Austin, TX",JR,,28,,136,93,,,,,,,,,,
469-2015,469,2015,Ventus , Altum St.,"Austin, TX","Ventus & Altum St.,Austin, TX",ES,,13,,113,61,,,33,,,,,,,
471-2015,471,2015,Walton Ln. , Boggy Creek,"Austin, TX","Walton Ln. & Boggy Creek,Austin, TX",LC,,12,,250,95,,,25,,,,,,,
474-2015,474,2015,10th , Prospect -- Back,"Austin, TX","10th & Prospect -- Back,Austin, TX",KH,,98,,199,242,,,,,,,,,,
475-2015,475,2015,10th , Prospect -- Front,"Austin, TX","10th & Prospect -- Front,Austin, TX",KH,,51,,152,123,,,,,,,,,,
476-2015,476,2015,S. Redondo , Meander,"Austin, TX","S. Redondo & Meander,Austin, TX",MBW,,,,,64,,15,,,,,,,,
477-2015,477,2015,S. Redondo , Meander,"Austin, TX","S. Redondo & Meander,Austin, TX",MVH,,32,,88,62,,11,,,,,,,,
479-2015,479,2015,Arthur Stiles, Lotus Ln. B,"Austin, TX","Arthur Stiles& Lotus Ln. B,Austin, TX",MC,,14,,294,86,,,,,,,,,,
481-2015,481,2015,E. 28th , Dancy St.,"Austin, TX","E. 28th & Dancy St.,Austin, TX",JS,,366,,365,1171,,,,,,,,,,
482-2015,482,2015,Rockwood , Steck,"Austin, TX","Rockwood & Steck,Austin, TX",BAB,,19,,352,55,,,,,,,,,,
484-2015,484,2015,Hudson , Eleanor,"Austin, TX","Hudson & Eleanor,Austin, TX",AB,,29,,135,73,,,,,,,,,,
487-2015,487,2015,Hermitage , Furness -- A,"Austin, TX","Hermitage & Furness -- A,Austin, TX",NMT,,9,,213,35,,,,,,,,,,
489-2015,489,2015,Nile , Pleasant Valley,"Austin, TX","Nile & Pleasant Valley,Austin, TX",JW,,39,,169,134,,,,,,,,,,
490-2015,490,2015,Gaylor , Guadalupe,"Austin, TX","Gaylor & Guadalupe,Austin, TX",SA & AP,,57,,522,134,,,,,,,,,,
492-2015,492,2015,Cherrywood , Edgewood,"Austin, TX","Cherrywood & Edgewood,Austin, TX",RNT,,19,,137,63,,,,,,,,,,
493-2015,493,2015,Treadwell St. , Garner,"Austin, TX","Treadwell St. & Garner,Austin, TX",HG,,,405,224,133,,8,51,,,,,,,
495-2015,495,2015,Perry , Bolm,"Austin, TX","Perry & Bolm,Austin, TX",,,12,,174,81,,,,,,,,,,
496-2015,496,2015,Truman Heights/Bunch , Samuel Houston,"Austin, TX","Truman Heights/Bunch & Samuel Houston,Austin, TX",JD,,18,,237,83,,,,,,,,,,
1-2016,1,2016,Goodwin,Tillery,"Austin, TX","Goodwin,Tillery,Austin, TX",JBD,"Also, See Nutrient Results ",,246,,,,7,,,,,,,,
2-2016,2,2016,Rock Terrace Dr.,Barton Skyway,"Austin, TX","Rock Terrace Dr.,Barton Skyway,Austin, TX",JEP,"Also, See Nutrient Results ", ,116,,,, ,, , ,,,, ,
3-2016,3,2016,J.J. Seabrook Dr.,E. Martin Luther King Jr. Dr.,"Austin, TX","J.J. Seabrook Dr.,E. Martin Luther King Jr. Dr.,Austin, TX",LAR,"Also, See Nutrient Results ",12,334,,,, ,, , ,,,, ,
4-2016,4,2016,Cherrywood,Manor,"Austin, TX","Cherrywood,Manor,Austin, TX",CM,"Also, See Nutrient Results ",17, ,,,, ,, , ,,,, ,
5-2016,5,2016,Marga Lane,Drew Lane,"Austin, TX","Marga Lane,Drew Lane,Austin, TX",DM,"Also, See Nutrient Results ",14,289,,,,41,, , ,,,, ,
6-2016,6,2016,Manchaca,Edgeware  ,"Austin, TX","Manchaca,Edgeware  ,Austin, TX",JW,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
6a-2016,6a,2016,Manchaca,Edgeware  ,"Austin, TX","Manchaca,Edgeware  ,Austin, TX",JW,"Also, See Nutrient Results ", ,357,,,, ,, , ,,,, ,
7a-2016,7a,2016,Hunt,Treadwell (1st G),"Austin, TX","Hunt,Treadwell (1st G),Austin, TX",FLH,"Also, See Nutrient Results ", , ,,,,11,, , ,,,, ,
7b-2016,7b,2016,Hunt,Treadwell (2nd G),"Austin, TX","Hunt,Treadwell (2nd G),Austin, TX",FLH,"Also, See Nutrient Results ", , ,,,,8,, , ,,,, ,
7c-2016,7c,2016,Hunt,Treadwell (3rd G),"Austin, TX","Hunt,Treadwell (3rd G),Austin, TX",FLH,"Also, See Nutrient Results ", , ,,,,7,, , ,,,, ,
8-2016,8,2016,Marga Lane,Drew Lane,"Austin, TX","Marga Lane,Drew Lane,Austin, TX",DM,"Also, See Nutrient Results ",11,498,,,, ,, ,94,,,, ,
9-2016,9,2016,Lorrain,13th ,"Austin, TX","Lorrain,13th ,Austin, TX",WW,"Also, See Nutrient Results ",8, ,,,, ,, , ,,,, ,
