,Full Address,Lat,Lon,Lead,Arsenic
730,"NPlattRiverDrive,CaravilliDrive,Austin,TX",30.1575,-97.81701,12.43,0
731,"Guadalupe,Airport,Austin,TX",30.33396,-97.71693,33.9,0
732,"Eilers,FairfieldLane,Austin,TX",30.3101,-97.71955,85.3,0
733,"DGCollins,Hwy183,Austin,TX",30.26759,-97.74299,9.09,0
734,"LiveOakStreet,EastSideDrive,Austin,TX",30.23975,-97.7477,58.37,0
735,"Nairn,Latta,Austin,TX",30.2127,-97.85205,0,7.35
736,"KillingsworthLane,CameronRd,Austin,TX",30.3327,-97.6862,7.28,0
737,"Newning,PecanGrove,Austin,TX",30.24924,-97.74459,32.76,0
738,"Kinney,Collier,Austin,TX",30.25299,-97.76775,19.45,12.87
739,"GuadalupeStreet,51st,Austin,TX",30.31765,-97.72847,0,5.36
740,"GuadalupeStreet,51stStreet,Austin,TX",30.31765,-97.72847,14.95,0
741,"CrestonLane,NorthwayDrive,Austin,TX",30.34366,-97.70974,46.61,0
742,"HighlandHavenDr,HesterAve,Austin,TX",30.25995,-97.66924,12.73,0
743,"EastHoveLoop,CorranFerryLoop,Austin,TX",30.20127,-97.85426,0,5.5
744,"EastHoveLoop,CarranFerryLoop,Austin,TX",30.20127,-97.85426,10.8,6.4
745,"WallerStreet,ClermontAve,Austin,TX",30.25434,-97.73517,24.59,0
746,"West12thStreet,PossumTrot,Austin,TX",30.28585,-97.77052,81.04,9.7
747,"West12thStreet,PossumTrot,Austin,TX",30.28585,-97.77052,8.56,5.5
748,"ScotlandWellDrive,TweedsmuirDrive,Austin,TX",30.42364,-97.79557,0,0
749,"ScotlandWellDrive,TweedsmuirDrive,Austin,TX",30.42364,-97.79557,11.94,0
750,"VanderbiltLane,DuguesneDr,Austin,TX",30.32027,-97.68171,14.39,0
751,"Morris,AndersonMill,Austin,TX",30.45623,-97.76655,12.59,0
752,"Hearwood,Thistlewood,Austin,TX",30.21349,-97.77239,11.12,0
753,"SilkOak,Bradner,Austin,TX",30.18612,-97.83852,8.42,11.31
754,"TahoeTrail,JonesRd,Austin,TX",30.22476,-97.80216,21.25,11.31
755,"NorthLoop,AvenueH,Austin,TX",30.31919,-97.72537,16.21,0
756,"EasyWind,Cannoneer,Austin,TX",30.3441,-97.71784,8.49,0
757,"WildcatPass,WolverineSt,Austin,TX",30.34241,-97.72045,0,7.1
758,"Banyan,SugarMagnolia,Austin,TX",30.26759,-97.74299,8.84,0
759,"HeathrowDr.,GreenwichMeridien,Austin,TX",30.42886,-97.77704,0,0
760,"Hornsby,Scurry,Austin,TX",30.38264,-97.68243,0,0
761,"WillowSpringsRd,Woodward,Austin,TX",30.22781,-97.75631,31.18,0
762,"Hornsby,Scurry,Austin,TX",30.38264,-97.68243,8.02,0
763,"Westgate,Stassney,Austin,TX",30.219,-97.80716,23.64,8.28
764,"ALn,RainbowBend,Austin,TX",30.28536,-97.75561,20.55,0
765,"Crestwind,WesternSky,Austin,TX",,,14.69,0
766,"RockwoodLn,PennyLn,Austin,TX",30.36714,-97.73349,12.33,0
767,"RayC.EwryLn,JWeism,Austin,TX",,,0,0
768,"N.Creek,Rundberg,Austin,TX",30.35997,-97.69181,14.67,7.91
769,"JainLn,StuartCir,Austin,TX",30.26252,-97.68695,18.65,0
770,"JainLn,StuartCir,Austin,TX",30.26252,-97.68695,9.17,0
771,"Dywer,Garner,Austin,TX",30.25632,-97.76795,11.91,0
772,"Dywer,Folts,Austin,TX",30.25745,-97.76979,10.48,0
773,"Brodie,Davis,Austin,TX",30.19531,-97.8423,0,10.14
774,"Crenata,Jollyville,Austin,TX",30.26759,-97.74299,7.95,5.78
775,"TaylorSt.,SanMarcosSt.,Austin,TX",30.25796,-97.73581,108.79,0
776,"620,2222,Austin,TX",30.40376,-97.85395,0,0
777,"FairfieldLn,Evans,Austin,TX",30.31072,-97.72075,47.35,0
778,"s.3rd,Annie,Austin,TX",30.24832,-97.75865,126.99,0
779,"Payne,ArroyoSeco,Austin,TX",30.33712,-97.73247,29.57,7.3
780,"Stokes,Tillery,Austin,TX",30.26417,-97.70305,310.47,0
781,"Baywood,Ceberry,Austin,TX",30.36833,-97.74763,9.32,0
782,"MapleleafDr.,Dogge,Austin,TX",30.30763,-97.69086,24.11,0
783,"RidgemontDr.,Nassau,Austin,TX",30.31245,-97.70063,0,0
784,"Leeward,Palisade,Austin,TX",30.34177,-97.784,28.76,10.05
785,"RidgemontDr.,Nassau,Austin,TX",30.31245,-97.70063,17.07,0
786,"Sunshine,W.49th,Austin,TX",30.31787,-97.73489,40.25,0
787,"JanesRanchRoad,Springfield,Austin,TX",30.16142,-97.73176,11.75,0
788,"SilverCreekDr.,CouncilBluffDr.,Austin,TX",30.43304,-97.7178,0,0
789,"BurnetRd,Pegram,Austin,TX",30.3454,-97.73753,31.5,0
790,"BurnetRd,Pegram,Austin,TX",30.3454,-97.73753,75.08,0
791,"BurnetRd,Pegram,Austin,TX",30.3454,-97.73753,49.07,0
792,"BurnetRd,Pegram,Austin,TX",30.3454,-97.73753,61.18,0
793,"Hudson,Delano,Austin,TX",30.27314,-97.67791,110.69,0
794,"Burnet,Pegram,Austin,TX",30.3454,-97.73753,68.68,17.53
795,"ShoalCreekBLvd,GreatOaksParkway,Austin,TX",30.31872,-97.74535,20.71,10.04
796,"CrownCt,VillaPark,Austin,TX",30.45941,-97.7709,17.13,0
797,"CrownCt,VillaPark,Austin,TX",30.45941,-97.7709,0,5.1
798,"MLK,Greenwood,Austin,TX",30.28344,-97.69813,9.23,5.09
799,"Fiesta,Stokes,Austin,TX",30.26523,-97.70593,14.01,0
800,"Fiesta,Stokes,Austin,TX",30.26523,-97.70593,25.44,7.33
801,"Pfenig,RockyCreek,Austin,TX",30.34048,-97.77301,0,0
802,"SummitHillDr,ScenicDr,Austin,TX",,,0,0
803,"AlexandriaDr,Horton,Austin,TX",30.20319,-97.84743,15.77,7.14
804,"Matthews,ForestWoodRd.,Austin,TX",30.19662,-97.80027,16.77,0
805,"SummitHillDr,ScenicDr,Austin,TX",,,0,0
806,"Manor,Overbrook,Austin,TX",30.30406,-97.6818,38.22,12.29
807,"Parmer,CanyonRidge,Austin,TX",30.40238,-97.67022,0,0
808,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,0,8.53
809,"17th,Chicon,Austin,TX",30.27776,-97.72077,99.41,0
810,"Stokes,Tillery,Austin,TX",30.26417,-97.70305,110.13,0
811,"Oriole,E.GarrettRun,Austin,TX",30.3663,-97.68785,25.53,0
812,"EquestrianTrail,AnarosaLoop,Austin,TX",30.42972,-97.69384,0,0
813,"CamachoSt.,BerkmanDr.,Austin,TX",30.29567,-97.70029,0,0
814,"Oriole,Longspur,Austin,TX",30.36495,-97.68791,16,0
815,"EquestrianTrail,AnarosaLoop,Austin,TX",30.42972,-97.69384,11.57,0
816,"AntoneSt.,Vaughan,Austin,TX",30.29144,-97.70329,7.85,0
817,"Brownie,Diamondback,Austin,TX",30.36677,-97.68486,12.5,0
818,"Duval,183,Austin,TX",30.41909,-97.74646,0,0
819,"S.Congress,Sheraton,Austin,TX",30.21522,-97.7688,8.4,0
820,"Brownie,Longspur,Austin,TX",30.36493,-97.68749,20.75,0
821,"Duval,183,Austin,TX",30.41909,-97.74646,12.5,0
822,"SlipperyElm,BristleOak,Austin,TX",30.45873,-97.81471,0,0
823,"ShowplaceLn,IH35,Austin,TX",30.3612,-97.68657,19.81,0
824,"Deen,N.Lamar,Austin,TX",30.35656,-97.70124,24.53,0
825,"Cherie,BitternHollow,Austin,TX",30.39793,-97.69505,9.79,0
826,"SandyBottom,BluePondDr,Austin,TX",,,12.16,6.5
827,"W.48th,Chiappero,Austin,TX",30.32263,-97.74882,32.61,13.94
828,"MorningGloryTrl,BristleOak,Austin,TX",30.45154,-97.82038,16.33,13.86
829,"Manchaca,Hwy71,Austin,TX",30.26759,-97.74299,0,0
830,"Oltorf,Schreiber,Austin,TX",30.23465,-97.74371,15.94,0
831,"Timberline,RollingwoodDr,Austin,TX",30.26759,-97.74299,11,0
832,"Bullard,Fairlan,Austin,TX",30.33857,-97.74875,24.76,8.12
833,"TimberlineDr,Edgegrove,Austin,TX",30.27334,-97.78896,0,10.86
834,"BunnyRun,Cedar,Austin,TX",30.34206,-97.80877,11.82,9.18
835,"Bullard,WhiteRock,Austin,TX",30.33964,-97.74843,50.7,13.65
836,"PaddleBendSprings,IH35,Austin,TX",,,20.58,11.04
837,"SisquocFormationView,AlaynaCove,Austin,TX",30.36546,-97.65346,11.4,0
838,"Pecan,E.WalnutDr,Austin,TX",30.3502,-97.69854,51.47,0
839,"PaddleBendSprings,IH35,Austin,TX",,,18.72,12.49
840,"BasketFlowerBend,PrairieVerbena,Austin,TX",,,0,5.41
841,"Windsor,Lamar,Austin,TX",30.26759,-97.74299,0,0
842,"51st,Leralynn,Austin,TX",30.31673,-97.72633,18.65,0
843,"BalconesWoodsCircle,183,Austin,TX",30.40789,-97.74557,18.69,0
844,"Independence,Rutledge,Austin,TX",30.2153,-97.8077,0,0
845,"Airport,Schieffer,Austin,TX",30.29412,-97.70799,8.45,5.51
846,"Westgate,WilliamCannon,Austin,TX",30.2071,-97.8154,0,0
847,"Bordeaux,TalleyFan,Austin,TX",30.43006,-97.80424,0,0
848,"Oriole,GarrettRun,Austin,TX",30.3663,-97.68785,11.75,0
849,"Westgate,WilliamCannon,Austin,TX",30.2071,-97.8154,11.05,0
850,"Oriole,GarrettRun,Austin,TX",30.3663,-97.68785,0,5.43
851,"Oriole,GarrettRun,Austin,TX",30.3663,-97.68785,15.92,0
852,"Grover,Alguno,Austin,TX",30.33118,-97.72797,85.28,12.99
853,"51st,Springdale,Austin,TX",30.29362,-97.67785,12.21,6.14
854,"FeatherRidgeTr.,RockyRidgeRoad,Austin,TX",30.41989,-97.94353,40.12,8.93
855,"SantaCruzDr,Duval,Austin,TX",30.41313,-97.73285,14.74,0
856,"PostOak,Bouldin,Austin,TX",30.2578,-97.75458,199.71,0
857,"SunshineDr.,49th,Austin,TX",30.31787,-97.73489,39,0
858,"Laird,Pequeno,Austin,TX",30.33861,-97.73796,18.89,7.77
859,"49th,Sunshine,Austin,TX",30.31787,-97.73489,35.79,0
860,"12th,Waller,Austin,TX",30.27245,-97.72813,47.93,8.34
861,"AveG,E.41st,Austin,TX",30.30327,-97.72939,74.53,18.91
862,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,12.61,8.71
863,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,10.28,0
864,"Sunshine,W.49th,Austin,TX",30.31787,-97.73489,30.07,0
865,"AveG,E.41st,Austin,TX",30.30327,-97.72939,90.08,0
866,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,19.15,10.4
867,"HollywoodAve,EdgewoodAve,Austin,TX",30.29009,-97.72038,17.03,7.45
868,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,10.88,6.56
869,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,11.29,0
870,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,11.1,0
871,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,15.37,0
872,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,9.47,0
873,"BenderDr,HoltDr,Austin,TX",30.20922,-97.83558,11.16,0
874,"MaloneDr.,MaloneCourt,Austin,TX",30.18148,-97.85466,15.07,9
875,"GabionDr,AllertonAve,Austin,TX",30.21303,-97.88702,17.51,6.59
876,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,7.94,0
877,"UpslopeDr,LaConchaPass,Austin,TX",30.23029,-97.87331,9.11,5.54
878,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,0,0
879,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,14.25,0
880,"12th,Chicon,Austin,TX",30.27376,-97.7199,51.6,0
881,"MeadowoodDr,FredMorseDr,Austin,TX",30.31899,-97.67088,25.67,0
882,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,0,0
883,"AlexadriaDr,Treehouse,Austin,TX",30.20232,-97.84566,0,8.46
884,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,9.15,0
885,"HarmonAve,54th,Austin,TX",30.3136,-97.70992,48.97,0
886,"BenWhite,Banister,Austin,TX",30.22811,-97.77912,11.15,0
887,"2nd,WestAve,Austin,TX",30.26648,-97.75202,8.08,0
888,"Lupine,Upland,Austin,TX",30.24389,-97.73232,12.24,0
889,"FairOaks,Plumas,Austin,TX",30.2202,-97.79661,22.98,17.17
890,"Escarpment,Davis,Austin,TX",30.21164,-97.87643,19.34,0
891,"HarrisGlenn,Latchwood,Austin,TX",30.4011,-97.64941,0,0
892,"Escarpment,Davis,Austin,TX",30.21164,-97.87643,0,0
893,"CountryLn,MorningSunLn,Austin,TX",,,0,5.19
894,"TownesLn,Hillview,Austin,TX",30.2997,-97.76916,22.29,8.15
895,"ArroyoSeco,JimHogg,Austin,TX",30.33115,-97.73452,31.93,0
896,"FairOaks,Plumas,Austin,TX",30.2202,-97.79661,64.24,23.83
897,"ArroyoSeco,JimHogg,Austin,TX",30.33115,-97.73452,7.07,0
898,"9thst,Chicon,Austin,TX",30.26419,-97.72138,61.82,0
899,"46th,Burnet,Austin,TX",30.31667,-97.74077,29.7,9.77
900,"LaderaVista,MiramonteCv,Austin,TX",30.41756,-97.75655,21.95,0
901,"MeadowgreenDr,HumingtonDr,Austin,TX",30.23711,-97.93696,0,0
902,"Hwy84,SpeeglevilleRd,Austin,TX",30.26759,-97.74299,19.18,13.21
903,"RacoonRun,SilvermineDr,Austin,TX",30.24504,-97.88995,26.18,0
904,"Bouldin,Johanna,Austin,TX",30.24693,-97.76124,40.96,0
905,"RacoonRun,SilvermineDr,Austin,TX",30.24504,-97.88995,0,11.93
906,"Bouldin,LiveOak,Austin,TX",30.2458,-97.76197,60.18,0
907,"LovelyLn,YuccaHill,Austin,TX",30.17832,-97.75334,14.84,8.52
908,"TracyLynnLn,E.LeslieCir,Austin,TX",30.25563,-97.68712,22.74,0
909,"LaCasa,AnnArbor,Austin,TX",30.24672,-97.77945,0,0
910,"MeadowgreenDr,HumingtonDr,Austin,TX",30.23711,-97.93696,0,0
911,"620,2222,Austin,TX",30.40376,-97.85395,10.67,0
912,"Westloop,HalwillPl,Austin,TX",30.37185,-97.71863,34.32,0
913,"45thst,Caswell,Austin,TX",30.30544,-97.72094,50.22,0
914,"Bradwood,Ardenwood,Austin,TX",30.29948,-97.71556,139.2,0
915,"FarWest,Waterline,Austin,TX",30.36046,-97.76797,15.36,8.37
916,"10thSt.,TheresaAve,Austin,TX",30.28143,-97.7649,62,9.11
917,"RodeoDr,SlowPoke,Austin,TX",30.42806,-97.69212,0,7.34
918,"30th,Lamar,Austin,TX",30.29905,-97.74695,37.94,0
919,"30th,Lamar,Austin,TX",30.29905,-97.74695,7.92,0
920,"MelridgePl,BluebonnetLn,Austin,TX",30.25629,-97.77109,21.31,10.93
921,"Amherst,Eton,Austin,TX",30.41321,-97.72101,9.54,0
922,"TrailCrestCirc,KnobOak,Austin,TX",30.24921,-97.82874,0,0
923,"Deen,N.Lamar,Austin,TX",30.35656,-97.70124,21.73,0
924,"TrailCrestCirc,KnobOak,Austin,TX",30.24921,-97.82874,19.61,0
925,"Honey,Marquette,Austin,TX",30.31924,-97.68428,9.11,7.17
926,"21st,SalinaSt.,Austin,TX",30.26759,-97.74299,68.45,0
927,"GoldenQuail,ButtonQuail,Austin,TX",30.37834,-97.70256,19.44,0
928,"LimonLn,S.4thSt.,Austin,TX",30.23518,-97.7676,0,0
929,"GoldenQuail,ButtonQuail,Austin,TX",30.37834,-97.70256,11.31,0
930,"S.4thSt,LimonLn,Austin,TX",30.23518,-97.7676,9,0
931,"SereneHillsDr,SereneHillCt,Austin,TX",30.34369,-97.99768,10.63,0
932,"Cornflower,Archaleta,Austin,TX",30.26759,-97.74299,11.3,7.26
933,"Walker,KempSt,Austin,TX",30.23914,-97.69592,11.05,0
934,"Walker,KempSt,Austin,TX",30.23914,-97.69592,19.71,0
935,"W.391/2,Peterson,Austin,TX",30.37329,-97.96914,32.92,0
936,"Walker,KempSt,Austin,TX",30.23914,-97.69592,9.54,0
937,"Rosedale,W.39th1/2,Austin,TX",30.30934,-97.74662,29.01,0
938,"Walker,KempSt,Austin,TX",30.23914,-97.69592,17.94,0
939,"Riverside,Newning,Austin,TX",30.25351,-97.74379,14.23,0
940,"Walker,KempSt,Austin,TX",30.23914,-97.69592,34.92,0
941,"Newning,Riverside,Austin,TX",30.26759,-97.74299,13.56,0
942,"Walker,KempSt,Austin,TX",30.23914,-97.69592,19.89,0
943,"PerezStreet,JJSeabrookDr.,Austin,TX",30.28211,-97.69255,122.45,17.46
944,"DavisLn,WestGateBlvd,Austin,TX",30.19098,-97.83337,0,0
945,"WethersbyWay,ZellerLane,Austin,TX",30.39822,-97.65727,0,7.89
946,"PerezStreet,JJSeabrookDr.,Austin,TX",30.28211,-97.69255,15.84,9.66
947,"ReedDr,Randolf,Austin,TX",30.26759,-97.74299,13.76,0
948,"OneOakRd,BrushCountry,Austin,TX",30.21977,-97.84401,10.4,0
949,"Hatley,InwoodCir,Austin,TX",30.27494,-97.78118,32.05,16.8
950,"PinceaPl,TrailRidgePass,Austin,TX",30.34101,-97.75753,9.05,0
951,"Dulac,AlvinHigh,Austin,TX",30.46214,-97.75932,8.55,0
952,"TrailheadDr.,WestlakeDr.,Austin,TX",30.33398,-97.81028,19.27,11.85
953,"BalconesClub,CrestRidgeCircle,Austin,TX",30.43691,-97.78191,22.28,0
954,"KingslandWay,HesterRd,Austin,TX",30.25975,-97.6702,17.42,0
955,"Briar,Milton,Austin,TX",30.25018,-97.75987,29.11,0
956,"PinceaPl,TrailRidgePass,Austin,TX",30.34101,-97.75753,8.85,0
957,"BallycastleTr,AveryRanch,Austin,TX",30.49395,-97.78339,12.5,0
958,"Robinson,Concordia,Austin,TX",30.29237,-97.71985,38.66,0
959,"TravisCountyCircle,Canyonwood,Austin,TX",30.24249,-97.82796,12.22,0
960,"CreoleDr.,LamplightVillage,Austin,TX",30.4276,-97.68921,0,0
961,"TravisCountyCircle,Canyonwood,Austin,TX",30.24249,-97.82796,0,0
962,"CreoleDr.,LamplightVillage,Austin,TX",30.4276,-97.68921,0,0
963,"WhisperingValleyDr,MistyBrookDr,Austin,TX",30.41776,-97.73278,8.63,7.07
964,"Mountaineer,SugarMagnolia,Austin,TX",30.34424,-97.71654,0,5.23
965,"TravisCountyCircle,Canyonwood,Austin,TX",30.24249,-97.82796,0,0
966,"Swearingen,Wiginton,Austin,TX",30.38963,-97.6968,9.42,0
967,"LemensSpiceTrail,FourIrons,Austin,TX",30.43636,-97.7801,15.13,0
968,"Swearingen,Wiginton,Austin,TX",30.38963,-97.6968,8.63,0
969,"LemensSpiceTrail,4IronDr.,Austin,TX",30.43636,-97.7801,15.07,0
970,"LemensSpiceTrail,FourIrons,Austin,TX",30.43636,-97.7801,0,5.33
971,"LemensSpiceTrail,FourIrons,Austin,TX",30.43636,-97.7801,8.61,0
972,"TrailcrestCircle,KnobOak,Austin,TX",30.24921,-97.82874,0,4.57
973,"TrailCrestCirc,KnobOak,Austin,TX",30.24921,-97.82874,0,0
974,"Scales,Mattie,Austin,TX",30.29491,-97.70274,0,0
975,"9thst,Henderson,Austin,TX",30.27361,-97.75171,45.88,0
976,"6th,WestAve,Austin,TX",30.27023,-97.75058,29.2,0
977,"WestAve.,9th,Austin,TX",30.27305,-97.74954,64,0
978,"Woodrow,Brentwood,Austin,TX",30.33739,-97.72845,35.88,0
979,"W.LisaDr,Isabelle,Austin,TX",30.33571,-97.71214,36.84,0
980,"47th,AvenueF,Austin,TX",30.31095,-97.72532,22.76,7.54
981,"Brodie,Bismark,Austin,TX",30.14203,-97.84754,0,0
982,"Brodie,Bismark,Austin,TX",30.14203,-97.84754,8.87,0
983,"Bickler,Academy,Austin,TX",30.25099,-97.74178,134.48,0
984,"LaNaranjaLn,AbileneTrl,Austin,TX",30.21401,-97.87309,13.22,14.79
985,"MLK,HilldaleDr,Austin,TX",30.28668,-97.67156,25.38,0
986,"Burnet,Koenig,Austin,TX",30.3348,-97.73983,11.02,0
987,"Westmoor,BerkmanDr.,Austin,TX",30.30704,-97.69692,23.51,0
988,"DinahDr,YvetteCv,Austin,TX",30.16552,-97.8345,11.32,0
989,"DinahDr,YvetteCv,Austin,TX",30.16552,-97.8345,0,6.04
990,"Windsor,Lorrain,Austin,TX",30.28225,-97.75442,270.04,0
991,"Woodrow,Madison,Austin,TX",30.34414,-97.72524,25.85,0
992,"ReaganTerrace,Kenwood,Austin,TX",30.24424,-97.74036,22.04,10
993,"Atlanta,Veterans,Austin,TX",30.27572,-97.77157,12.02,0
994,"Atlanta,Veterans,Austin,TX",30.27572,-97.77157,23.16,20.82
995,"FiskvilleCemetaryRd,Rundberg,Austin,TX",30.35493,-97.68285,8.7,0
996,"281/2ST,SaladoSt,Austin,TX",30.29549,-97.74501,63.51,15.71
997,"BenCrenshaw,Whitemarsh,Austin,TX",30.28402,-97.84254,6.87,0
998,"BenCrenshaw,Whitemarsh,Austin,TX",30.28402,-97.84254,11.8,8.71
999,"Greenlawn,GreatNorthern,Austin,TX",30.35364,-97.74661,24.54,0
1000,"Stardust,ShoalCreek,Austin,TX",30.35232,-97.74172,21.53,0
1001,"Stardust,ShoalCreek,Austin,TX",30.35232,-97.74172,38.13,0
1002,"Stardust,ShoalCreek,Austin,TX",30.35232,-97.74172,24.87,7.66
1003,"LarkwoodDr,BerkmanDr.,Austin,TX",30.31074,-97.69459,21.13,0
1004,"Greenlee,Rockcrest,Austin,TX",30.33852,-97.70772,0,0
1005,"A.W.Grimes,ThompsonTrl,Austin,TX",,,9.09,0
1006,"CushingDr,SchoolDaysDr,Austin,TX",,,7.75,8.7
1007,"DeckerLn,Duffan,Austin,TX",30.31036,-97.61563,8.38,0
1008,"AnteroDr,Steck,Austin,TX",30.378,-97.75795,0,8.21
1009,"BloorRd,BlueBluff,Austin,TX",30.30903,-97.59191,9.5,8.04
1010,"St.EdwardsDr,EastsideDr,Austin,TX",30.23147,-97.75106,9.79,0
1011,"RollingwoodDr,Vale,Austin,TX",30.26976,-97.78073,46.95,8.84
1012,"Jamestown,Alden,Austin,TX",30.35665,-97.70685,13.53,0
1013,"MerriwoodDr,CraigmontDr,Austin,TX",30.19976,-97.7808,12.88,0
1014,"ShoalCreekBLvd,SilverleafDr.,Austin,TX",30.35346,-97.74061,6.38,0
1015,"ShoalCreekBLvd,SilverleafDr.,Austin,TX",30.35346,-97.74061,0,3.95
1016,"Nile,PleasantValley,Austin,TX",30.26885,-97.71174,16.23,0
1017,"LoneOakTr,JonesRd,Austin,TX",30.2283,-97.80945,7.62,0
1018,"LoneOakTr,JonesRd,Austin,TX",30.2283,-97.80945,8.95,0
1019,"Northeast,Leigh,Austin,TX",30.29295,-97.75656,30.91,8.5
1020,"Poquito,Rosewood,Austin,TX",30.26985,-97.71803,25.95,0
1021,"CairaCv,ScotlandWellDr,Austin,TX",30.4265,-97.79659,0,0
1022,"CairaCv,ScotlandWellDr,Austin,TX",30.4265,-97.79659,11.21,0
1023,"CairaCv,ScotlandWellDr,Austin,TX",30.4265,-97.79659,0,0
1024,"CairaCv,ScotlandWellDr,Austin,TX",30.4265,-97.79659,8.57,0
1025,"AxisCir,VineyardRidge,Austin,TX",30.14696,-97.81805,14.21,7.5
1026,"PickfairDr,SpicewoodPkwy,Austin,TX",30.44334,-97.80637,18.91,6.06
1027,"E.PowellLn,GeorgianDr,Austin,TX",30.34753,-97.70317,15.83,0
1028,"JohannaSt,S.2ndSt,Austin,TX",30.24607,-97.7584,64.63,0
1029,"GarnerAve,Ashby,Austin,TX",30.2551,-97.76869,20.12,11.58
1030,"WildBriarPass,ShannonOaks,Austin,TX",30.2778,-97.82296,10.7,0
1031,"ClaraSt,Pedernales,Austin,TX",30.2538,-97.71818,166.47,0
1032,"MetcalfeRd,Reeves,Austin,TX",30.22628,-97.73681,0,8.99
1033,"ForestTrail,VistaLn,Austin,TX",30.2906,-97.76656,14.05,0
1034,"PerryLn,Fairview,Austin,TX",30.32737,-97.76016,26.67,18.86
1035,"W.9th,Henderson,Austin,TX",30.27361,-97.75171,101.94,0
1036,"W.9th,Henderson,Austin,TX",30.27361,-97.75171,23.77,0
1037,"OakwoodDr,ScurrySt,Austin,TX",30.38273,-97.6777,8.75,7.83
1038,"SpicewoodSprings,Yaupon,Austin,TX",30.39097,-97.77685,0,0
1039,"Yaupon,Dianella,Austin,TX",30.41003,-97.7769,12.52,0
1040,"Georgian,Walnut,Austin,TX",30.35106,-97.7008,18.57,0
1041,"SEInnerLoop,RockrideLn,Austin,TX",,,0,4.91
1042,"RutherfordLn,FurnessDr,Austin,TX",30.3406,-97.69017,0,5.31
